Gene	Chromosome	Start	End	x	y	z
YBR255W	2	724450	726535	123.464	96.038	138.032
YBR255C	2	726612	727069	123.153	95.012	137.603
YBR256C	2	727380	728097	122.899	94.350	137.299
YBR257W	2	728879	729719	122.365	93.238	136.729
YBR258C	2	729728	730157	122.111	92.795	136.482
YBR259W	2	730381	732448	121.484	91.827	135.920
YBR260C	2	732633	734634	120.709	90.689	135.511
YBR261C	2	734826	735525	120.330	90.148	135.592
YBR262C	2	735714	736035	120.200	89.971	135.727
YBR263W	2	736258	737731	120.050	89.777	136.074
YBR264C	2	737764	738364	119.971	89.693	136.553
YBR265W	2	738576	739539	119.954	89.702	137.125
YBR267W	2	739835	741017	120.018	89.855	138.117
YBR266C	2	739930	740383	119.998	89.813	137.905
YBR268W	2	741293	741611	120.119	90.071	138.985
YBR269C	2	742154	742571	120.195	90.316	139.731
YBR270C	2	742755	744393	120.263	90.720	140.663
YBR271W	2	744846	746106	120.296	91.522	141.989
YBR272C	2	746355	747798	120.254	92.359	142.972
YBR273C	2	748055	749366	120.145	93.367	143.852
YBR274W	2	749588	751172	119.964	94.557	144.622
YBR275C	2	751350	757101	119.773	96.882	146.157
YBR276C	2	757615	760039	120.838	97.053	148.017
YBR277C	2	760210	760612	121.537	96.442	148.667
YBR278W	2	760289	760895	121.626	96.354	148.741
YBR279W	2	761252	762590	122.329	95.590	149.253
YBR280C	2	762779	764693	123.251	94.522	149.693
YBR281C	2	764965	767602	124.437	93.023	149.760
YBR282W	2	768235	768676	125.348	91.745	149.311
YBR283C	2	768938	770411	125.821	91.027	148.857
YBR284W	2	771234	773628	126.828	89.471	147.372
YBR285W	2	773917	774352	127.556	88.774	146.438
YBR286W	2	774695	776309	128.225	88.400	145.724
YBR287W	2	776566	777850	129.163	88.159	144.879
YBR288C	2	778007	779459	130.099	88.159	144.169
YBR289W	2	779662	782380	131.679	88.541	143.181
YBR290W	2	782586	783552	133.017	89.021	142.504
YBR291C	2	783668	784568	133.511	89.155	142.318
YBR292C	2	784697	785069	133.789	89.205	142.250
YBR293W	2	787000	788425	134.181	89.010	142.521
YBR294W	2	789229	791809	133.608	88.246	143.583
YBR295W	2	792842	796493	131.778	86.307	146.026
YBR296C	2	796791	798516	130.702	84.611	147.708
YBR296C	2	800116	800236	129.982	82.992	149.055
YBR297W	2	800516	801923	129.735	82.272	149.592
YBR298C	2	802624	804469	129.351	80.683	150.753
YBR298C	2	805028	805250	129.267	79.696	151.519
YBR299W	2	805344	807099	129.295	79.075	152.028
YBR300C	2	808593	809091	129.640	77.733	153.215
YBR301W	2	809050	809413	129.724	77.553	153.386
YBR302C	2	810333	811473	130.188	76.839	154.106
YCL076W	3	891	1639	133.736	129.059	65.342
YCL075W	3	2125	2566	133.795	129.216	64.237
YCL074W	3	2823	3750	133.651	128.806	67.003
YCL073C	3	6478	8326	133.662	127.825	68.911
YCL069W	3	9705	10623	133.839	126.765	68.800
YCL068C	3	11502	12285	134.017	125.938	68.166
YCL067C	3	12385	13018	134.120	125.508	67.715
YCL066W	3	13281	13809	134.227	125.037	67.174
YCL065W	3	13750	14119	134.264	124.820	66.922
YCL064C	3	15797	16880	134.310	123.488	65.399
YCL063W	3	17289	18561	134.165	122.618	64.428
YCL061C	3	18815	22106	133.644	121.247	62.935
YCL059C	3	22428	23379	132.804	119.945	61.562
YCL058C	3	23522	23981	132.438	119.505	61.099
YCL058W	3	23583	23925	132.437	119.503	61.097
YCL057C	3	24031	24325	132.250	119.299	60.864
YCL057W	3	24767	26906	131.513	118.630	59.927
YCL056C	3	26924	27359	130.926	118.252	59.163
YCL055W	3	27928	28936	130.342	118.007	58.385
YCL054W	3	31448	33974	128.365	118.110	55.642
YCL052C	3	34142	35393	127.435	118.648	54.280
YCL051W	3	35864	37616	126.804	119.381	53.233
YCL050C	3	37835	38801	126.514	120.109	52.615
YCL049C	3	39785	40724	126.422	121.175	52.125
YCL048W	3	41487	41727	126.527	122.031	51.955
YCL048W	3	42164	43556	126.755	122.909	51.930
YCL047C	3	43660	44437	127.081	123.814	52.018
YCL045C	3	44622	46905	127.575	125.001	52.178
YCL046W	3	46639	46963	127.798	125.510	52.205
YCL044C	3	47110	48364	127.944	125.831	52.179
YCL043C	3	48652	50221	128.085	126.091	52.020
YCL041C	3	50132	50627	128.093	126.049	51.867
YCL042W	3	50583	50943	128.081	125.993	51.791
YCL040W	3	50837	52340	128.029	125.804	51.604
YCL039W	3	52644	54882	127.707	124.821	50.941
YCL038C	3	54940	56527	127.210	123.434	50.176
YCL037C	3	57373	58678	126.515	121.774	49.326
YCL036W	3	59025	60726	125.875	120.450	48.693
YCL035C	3	60840	61173	125.448	119.647	48.330
YCL034W	3	61657	62722	124.974	118.813	47.970
YCL033C	3	62775	63282	124.621	118.225	47.725
YCL032W	3	63440	64481	124.212	117.574	47.466
YCL031C	3	64674	65568	123.678	116.773	47.159
YCL030C	3	65933	68333	122.828	115.604	46.579
YCL029C	3	68598	69921	122.117	114.801	45.844
YCL028W	3	70149	71367	121.730	114.500	45.251
YCL027W	3	71802	73341	121.391	114.431	44.450
YCL026C	3	73404	73986	121.250	114.548	43.908
YCL026C	3	74703	75285	121.154	114.838	43.239
YCL025C	3	76017	77919	121.129	115.531	42.229
YCL023C	3	78948	79296	121.239	116.508	41.339
YCL024W	3	79161	82275	121.412	117.377	40.827
YCL022C	3	81569	82085	121.578	118.053	40.545
YCL021W	3	83619	83997	121.966	119.406	40.190
YCL020W	3	85101	86418	122.464	120.923	40.029
YCL019W	3	85101	90415	123.023	122.402	39.811
YCL018W	3	91323	92418	124.089	124.346	38.383
YCL017C	3	92776	94270	124.485	124.711	37.439
YCL016C	3	94620	95763	124.867	124.835	36.269
YCL014W	3	99555	101691	126.365	124.716	31.971
YCL012C	3	101316	101788	126.713	124.775	31.299
YCL011C	3	102074	103358	127.189	124.887	30.487
YCL010C	3	103570	104350	127.745	125.052	29.657
YCL009C	3	104618	105548	128.292	125.242	28.941
YCL008C	3	105695	106853	128.915	125.487	28.214
YCL007C	3	106973	107366	129.394	125.675	27.706
YCL005W	3	107022	107417	129.418	125.683	27.681
snR43	3	107503	107712	129.610	125.747	27.484
YCL005W	3	108020	108791	129.967	125.827	27.136
YCL004W	3	109104	110670	130.511	125.830	26.657
YCL002C	3	110842	111674	130.875	125.660	26.412
YCL001W	3	111913	112480	131.042	125.443	26.361
YCL001W	3	113077	113539	131.160	125.086	26.413
YCL001W	3	113767	114022	131.186	124.853	26.493
YCR001W	3	115682	115997	131.094	123.856	27.012
YCR002C	3	117377	118346	130.753	122.520	27.936
YCR003W	3	118617	119169	130.603	121.870	28.484
YCR004C	3	119572	120316	130.493	121.263	29.078
YCR005C	3	120943	122326	130.405	120.402	30.111
YCR006C	3	122527	123001	130.408	119.909	30.855
YCR007C	3	126008	126728	130.754	118.765	33.516
YCR008W	3	128467	130279	131.430	118.312	35.942
YCR009C	3	130742	131540	131.992	118.254	37.266
YCR010C	3	132270	133122	132.585	118.329	38.355
YCR011C	3	133721	136871	133.789	118.720	40.020
YCR012W	3	137743	138994	135.530	119.585	41.744
YCR013C	3	138399	139047	135.731	119.683	41.937
YCR014C	3	139182	140931	136.426	119.961	42.686
YCR015C	3	141214	142168	137.148	120.112	43.651
snR33	3	142361	142544	137.436	120.114	44.117
YCR016W	3	143631	144504	137.939	119.961	45.144
YCR017C	3	144770	147632	138.387	119.444	46.579
YCR018C	3	148235	148901	138.597	118.460	48.268
YCR018C	3	151605	151860	138.550	116.877	50.494
YCR019W	3	152834	153926	138.404	116.013	51.600
YCR020C	3	154009	154657	138.281	115.500	52.223
YCR020C	3	154827	155094	138.186	115.156	52.626
YCR020W	3	155317	155554	138.106	114.894	52.928
YCR021C	3	156104	157103	137.879	114.240	53.657
YCR022C	3	157416	157761	137.655	113.677	54.257
YCR023C	3	158533	160369	137.151	112.586	55.344
YCR024C	3	160739	162218	136.489	111.373	56.359
YCR024C	3	162594	162861	136.021	110.613	56.892
YCR024C	3	162940	163063	135.912	110.444	56.997
YCR025C	3	163441	163852	135.648	110.047	57.234
YCR026C	3	164106	166335	134.952	109.065	57.732
YCR027C	3	167365	167995	133.720	107.499	58.277
YCR028C	3	170881	172420	131.616	105.222	58.983
YCR028C	3	172945	173436	130.950	104.670	59.515
YCR030C	3	173821	176434	130.251	104.265	60.418
snR65	3	177178	177278	129.667	104.186	61.694
YCR031C	3	177495	178216	129.527	104.236	62.134
snR189	3	178605	178794	129.366	104.357	62.772
YCR032W	3	179515	186019	129.089	105.298	66.066
YCR033W	3	186484	190165	130.225	106.638	70.291
YCR034W	3	190587	191631	131.414	107.343	72.263
YCR035C	3	191829	193014	132.030	107.730	73.126
YCR036W	3	193292	194294	132.697	108.180	73.977
YCR037C	3	194409	197181	133.714	108.923	75.127
YCR038C	3	197616	199545	135.209	110.119	76.543
YCR038W	3	199288	199414	135.641	110.486	76.897
YCR039C	3	199541	200174	135.928	110.734	77.120
YCR040W	3	200437	200965	136.397	111.139	77.476
YCR041W	3	200906	201239	136.581	111.292	77.624
YCR042C	3	201169	205393	137.402	111.881	78.403
YCR043C	3	206256	206640	137.711	111.708	79.204
YCR044C	3	206872	207946	137.605	111.420	79.374
YCR045C	3	208130	209606	137.262	110.771	79.566
YCR045W	3	208746	209097	137.247	110.743	79.572
YCR046C	3	209909	210419	136.778	109.985	79.672
YCR047C	3	210713	211541	136.345	109.304	79.727
YCR047W	3	211296	211503	136.235	109.118	79.752
YCR049C	3	211866	212313	135.983	108.664	79.830
YCR048W	3	211924	213757	135.768	108.205	79.950
YCR050C	3	213459	213768	135.600	107.769	80.107
YCR051W	3	214066	214735	135.494	107.365	80.307
YCR052W	3	214989	216441	135.448	106.774	80.721
YCR053W	3	216692	218237	135.658	106.159	81.438
YCR054C	3	218371	220063	136.171	105.735	82.341
YCR057C	3	220452	223224	137.455	105.467	84.003
YCR059C	3	223449	224226	138.457	105.605	85.249
YCR060W	3	224394	224730	138.794	105.730	85.675
YCR061W	3	225558	227454	139.627	106.275	86.745
YCR064C	3	228090	228501	140.303	107.034	87.640
YCR063W	3	228313	228787	140.391	107.165	87.760
YCR065W	3	229305	231000	140.911	108.089	88.476
YCR066W	3	231495	232959	141.470	109.546	89.274
YCR067C	3	233120	236318	141.859	111.292	89.750
YCR068W	3	237209	238772	141.866	113.434	89.478
YCR069W	3	239050	240007	141.670	114.383	88.996
YCR071C	3	240098	240539	141.520	114.855	88.662
YCR072C	3	240800	242348	141.212	115.586	88.006
YCR073C	3	242584	246580	140.249	116.959	86.204
YCR073W	3	246959	247907	139.131	117.560	84.480
YCR075C	3	248029	248812	138.698	117.606	83.881
YCR075W	3	248971	249199	138.393	117.592	83.476
YCR076C	3	249289	250042	138.118	117.547	83.122
YCR077C	3	250234	252625	137.231	117.239	82.045
YCR079W	3	252841	254170	136.134	116.576	80.813
YCR081W	3	254367	258651	134.709	115.235	79.341
YCR081C	3	258411	258648	133.870	114.091	78.569
YCR082W	3	258879	259266	133.661	113.751	78.392
YCR083W	3	259574	259958	133.404	113.294	78.184
YCR084C	3	260307	262449	132.850	112.146	77.781
YCR085W	3	262912	263266	132.339	110.820	77.471
YCR086W	3	263388	263961	132.211	110.415	77.383
YCR087W	3	263972	264488	132.118	110.071	77.305
YCR087C	3	264002	264464	132.117	110.069	77.305
YCR088W	3	265064	266843	132.009	109.266	77.096
YCR089W	3	267430	272260	132.758	108.896	76.805
YCR090C	3	272311	272860	134.122	109.853	76.756
YCR091W	3	274400	276563	136.015	111.513	76.814
YCR092C	3	276760	279817	137.861	113.124	76.939
YCR093W	3	280113	286440	141.150	115.962	77.327
YCR094W	3	286758	287934	143.805	117.969	78.113
YCR095C	3	288166	289255	144.680	118.506	78.553
YCR095W	3	289635	289794	145.318	118.859	78.931
YCR096C	3	293175	293535	147.599	119.825	80.707
YCR097W	3	293831	294318	148.042	119.959	81.121
YCR097W	3	294435	294702	148.346	120.041	81.390
YCR098C	3	297045	298602	150.309	120.372	82.672
YCR099C	3	300828	301296	152.203	120.344	83.093
YCR100C	3	301267	302218	152.593	120.292	83.072
YCR101C	3	302478	303027	153.167	120.188	82.973
YCR102C	3	304357	305464	154.338	119.882	82.520
YCR102W	3	306731	306929	155.012	119.782	82.125
YCR104W	3	307797	308172	155.201	119.843	81.936
YCR105W	3	309066	310152	155.197	120.079	81.730
YCR106W	3	310954	313453	154.533	120.826	81.548
YCR107W	3	313886	314978	153.316	121.829	81.536
YCR108C	3	315993	316185	150.883	123.697	81.632
YDL248W	4	1801	2953	78.496	36.155	89.156
YDL247W	4	3761	3836	79.607	36.626	90.847
YDL247W	4	5984	7814	81.219	36.816	92.075
YDL246C	4	8682	9756	82.677	36.665	92.384
YDL245C	4	11656	13360	85.113	36.023	91.934
YDL244W	4	16203	17226	88.546	35.036	90.659
YDL243C	4	17576	18566	89.668	34.790	90.244
YDL242W	4	18958	19312	90.554	34.622	89.918
YDL241W	4	20634	21006	91.964	34.401	89.401
YDL240C	4	22470	22608	93.414	34.230	88.871
YDL240W	4	22822	25876	94.911	34.165	88.436
YDL239C	4	26402	28775	97.395	34.475	88.311
YDL238C	4	28984	30454	98.891	34.981	88.693
YDL237W	4	30656	31829	99.893	35.489	89.190
YDL236W	4	32295	33234	100.837	36.114	89.870
YDL235C	4	33414	33918	101.344	36.456	90.292
YDL234C	4	34237	36478	102.103	36.803	90.934
YDL233W	4	36797	38174	102.723	36.714	91.480
YDL232W	4	38487	38598	102.890	36.452	91.642
YDL231C	4	38867	42245	102.950	35.547	91.748
YDL230W	4	42700	43708	102.532	33.589	91.502
YDL229W	4	44065	45907	102.293	32.422	91.382
YDL228C	4	45277	45919	102.262	32.126	91.384
YDL227C	4	46271	48032	102.302	31.622	91.494
YDL226C	4	51115	52174	103.392	32.158	92.647
YDL225W	4	52445	54101	104.127	33.046	93.345
YDL224C	4	54397	56347	105.026	33.998	93.938
YDL223C	4	57265	60406	106.180	34.605	93.817
YDL222C	4	60872	61802	106.759	34.294	92.876
YDL221W	4	62011	62563	106.923	34.011	92.331
YDL220C	4	62244	65019	107.112	33.528	91.472
YDL219W	4	65242	65766	107.353	33.116	90.626
YDL218W	4	66493	67447	107.528	33.041	90.291
YDL217C	4	67983	68607	107.677	33.157	90.234
YDL216C	4	68997	70320	107.819	33.467	90.426
YDL215C	4	70640	73919	108.065	34.582	91.486
YDL214C	4	74446	76546	108.200	36.036	93.307
YDL213C	4	77289	77967	108.078	36.198	94.098
YDL212W	4	78426	79059	107.946	36.021	94.372
YDL211C	4	79294	80413	107.768	35.666	94.550
YDL210W	4	84270	85986	106.428	31.864	94.305
YDL209C	4	86207	87227	106.058	30.493	94.166
YDL208W	4	87512	87983	105.846	29.596	94.091
YDL207W	4	88248	89865	105.610	28.448	94.012
YDL206W	4	90176	92465	105.289	26.440	93.919
YDL205C	4	92762	93746	105.099	24.704	93.881
YDL204W	4	94605	95787	104.898	22.964	93.825
YDL203C	4	96082	97954	104.655	21.346	93.724
YDL202W	4	98475	99225	104.356	19.733	93.575
YDL201W	4	99849	100422	104.114	18.611	93.442
YDL200C	4	100501	101068	103.982	18.046	93.367
YDL199C	4	101290	103354	103.641	16.716	93.164
YDL198C	4	103649	104552	103.239	15.282	92.878
YDL197C	4	104917	106495	102.986	14.360	92.536
YDL196W	4	106741	107071	102.874	13.921	92.226
YDL195W	4	107208	111030	102.841	13.676	91.537
YDL194W	4	111580	114235	103.305	14.955	89.992
YDL193W	4	114672	115800	103.819	16.493	89.045
YDL192W	4	116321	116867	104.135	17.444	88.646
YDL191W	4	117664	118518	104.495	18.536	88.342
YDL190C	4	118707	121593	105.012	20.114	88.154
YDL189W	4	122216	123590	105.742	22.361	88.318
YDL188C	4	123865	124999	106.136	23.502	88.513
YDL187C	4	125509	125839	106.413	24.149	88.595
YDL186W	4	125616	126450	106.485	24.286	88.604
YDL185C	4	126608	126836	106.613	24.489	88.606
YDL185W	4	126787	130003	106.873	24.648	88.514
YDL184C	4	130407	130485	107.091	24.201	88.221
YDL183C	4	130871	131834	107.152	23.777	88.028
YDL182W	4	133437	134724	107.208	21.755	87.215
YDL181W	4	135179	135437	107.195	20.768	86.750
YDL180W	4	135896	137540	107.160	19.687	86.146
YDL179W	4	138291	139206	107.071	18.227	85.146
YDL178W	4	139522	141115	106.969	17.177	84.265
YDL177C	4	141209	141722	106.878	16.453	83.563
YDL176W	4	142097	144224	106.717	15.451	82.437
YDL175C	4	144484	145519	106.580	14.395	81.177
YDL174C	4	145826	147590	106.556	13.398	80.056
YDL173W	4	148191	149079	106.652	12.247	78.845
YDL172C	4	148607	149087	106.671	12.118	78.715
YDL171C	4	149203	155641	107.212	9.912	76.636
YDL170W	4	156318	157905	108.180	7.963	74.887
YDL169C	4	158064	158736	108.373	7.939	74.803
YDL168W	4	159604	160765	108.585	8.282	74.978
YDL167C	4	160995	163155	108.739	9.123	75.532
YDL166C	4	163449	164043	108.815	10.241	76.307
YDL165W	4	164290	164866	108.824	10.779	76.641
YDL164C	4	164987	167255	108.787	11.592	77.025
YDL163W	4	166956	167259	108.725	11.981	77.104
YDL162C	4	167359	167716	108.688	12.119	77.099
YDL161W	4	167714	169079	108.599	12.340	77.016
YDL160C	4	169366	169609	108.454	12.507	76.767
YDL160C	4	170410	171931	108.159	12.524	76.074
YDL159W	4	172182	172314	107.926	12.381	75.435
YDL159W	4	172481	174029	107.676	12.139	74.697
YDL159C	4	173056	173233	107.704	12.170	74.783
YDL158C	4	173866	174175	107.496	11.935	74.099
YDL157C	4	174232	174589	107.420	11.849	73.808
YDL156W	4	174918	176487	107.269	11.674	72.933
YDL155W	4	176773	178057	107.289	11.690	71.969
YDL154W	4	178334	181040	107.709	12.155	71.046
YDL153C	4	181186	183019	108.645	13.198	70.502
YDL152W	4	182822	183188	109.124	13.733	70.413
YDL151C	4	183318	183900	109.477	14.130	70.390
YDL150W	4	183343	184612	109.691	14.377	70.388
YDL149W	4	184925	187919	110.919	16.005	70.610
YDL148C	4	188154	190587	111.949	17.928	71.424
YDL147W	4	190924	192262	112.402	19.348	72.431
YDL146W	4	192750	194226	112.571	20.540	73.551
YDL145C	4	194571	198177	112.783	21.927	74.952
YDL144C	4	198662	199733	113.182	22.507	75.405
YDL143W	4	199996	201583	113.491	22.495	75.263
YDL142C	4	201719	202571	113.801	22.292	74.917
YDL141W	4	203039	205112	114.305	21.738	74.103
YDL140C	4	205360	210562	114.877	21.460	73.143
YDL139C	4	211375	212047	114.692	22.740	73.571
YDL138W	4	213351	215643	114.119	24.548	74.658
YDL137W	4	216528	217074	113.656	25.514	75.279
YDL136W	4	217599	218367	113.456	25.702	75.411
YDL135C	4	218679	219288	113.307	25.693	75.422
YDL134C	4	219661	220771	113.148	25.473	75.309
YDL133C	4	221723	221801	112.989	24.874	74.971
YDL133W	4	222426	223740	112.886	24.079	74.512
YDL132W	4	224303	226751	112.874	22.302	73.522
YDL131W	4	227392	228715	113.272	20.809	72.847
YDL130W	4	229170	229431	113.628	20.212	72.653
YDL130W	4	229905	230527	113.953	19.830	72.569
YDL129W	4	231023	231899	114.487	19.392	72.533
YDL128W	4	232651	233887	115.445	18.918	72.643
YDL127W	4	234926	235853	116.670	18.652	72.814
YDL126C	4	236156	238664	117.659	18.758	72.694
YDL125C	4	239018	239606	118.420	19.180	72.318
YDL124W	4	240258	241197	118.880	19.696	71.874
YDL123W	4	241417	241840	119.125	20.116	71.516
YDL122W	4	242551	244981	119.561	21.389	70.441
YDL121C	4	245132	245582	119.873	22.296	69.608
YDL120W	4	245922	246447	120.076	22.643	69.229
YDL119C	4	246688	247612	120.353	22.935	68.837
YDL118W	4	247301	247682	120.461	23.007	68.712
YDL117W	4	248580	251238	121.362	23.112	68.006
YDL116W	4	251565	253746	122.689	22.328	67.601
YDL115C	4	253994	255126	123.753	21.315	67.536
YDL114W	4	254934	255048	123.967	21.119	67.517
YDL114W	4	255603	256530	124.431	20.743	67.445
YDL113C	4	256632	258555	124.916	20.482	67.278
YDL112W	4	258914	263225	125.258	21.092	66.617
YDL111C	4	263312	264110	124.812	22.670	65.857
YDL110C	4	264511	264964	124.507	23.462	65.543
YDL109C	4	265257	267201	124.030	24.550	65.200
YDL108W	4	267697	268699	123.342	25.867	64.953
YDL107W	4	268920	269976	122.871	26.631	64.917
YDL106C	4	270221	271901	122.225	27.536	65.011
YDL105W	4	272388	273597	121.393	28.498	65.329
YDL104C	4	273652	274876	120.818	29.052	65.644
YDL103C	4	275147	276581	120.173	29.539	65.901
YDL102W	4	276871	280165	119.377	29.745	65.804
YDL101C	4	280306	281848	118.927	29.241	65.098
YDL100C	4	282111	283176	118.806	28.591	64.368
YDL099W	4	283418	284444	118.794	27.867	63.604
YDL098C	4	284580	285165	118.844	27.335	63.024
YDL097C	4	285390	286695	118.988	26.829	62.391
YDL096C	4	286997	287324	119.207	26.501	61.873
YDL095W	4	287058	289512	119.509	26.325	61.439
YDL094C	4	289571	290081	120.055	26.336	60.986
YDL093W	4	289908	292140	120.587	26.549	60.749
YDL092W	4	292780	293221	121.666	27.282	60.572
YDL091C	4	293391	294759	122.357	27.880	60.589
YDL090C	4	295033	296329	123.378	28.875	60.717
YDL089W	4	296819	298274	124.446	30.072	60.991
YDL088C	4	298416	300003	125.291	31.177	61.349
YDL087C	4	300213	300999	125.923	32.132	61.731
YDL086W	4	301412	302234	126.417	32.986	62.126
YDL086C	4	301654	302089	126.435	33.020	62.142
YDL085C	4	302463	302670	126.691	33.515	62.394
YDL085W	4	303210	304848	127.174	34.578	62.984
YDL084W	4	305236	306577	127.828	35.729	63.701
YDL083C	4	306925	307789	128.438	36.317	64.138
YDL082W	4	308423	309388	129.191	36.659	64.492
YDL081C	4	309801	310122	129.765	36.722	64.667
YDL080C	4	310641	312471	130.725	36.553	64.828
YDL079C	4	312950	314748	132.301	35.755	64.842
YDL078C	4	315356	316388	133.786	34.927	64.741
YDL077C	4	316970	320120	135.678	34.543	64.655
YDL076C	4	320667	321552	137.412	34.959	64.626
YDL075W	4	322225	322988	138.390	35.552	64.633
snR63	4	323216	323471	138.860	35.942	64.644
YDL074C	4	324046	326149	139.895	37.050	64.669
YDL073W	4	326612	329567	140.798	38.945	64.558
YDL072C	4	329835	330447	140.751	40.203	64.358
YDL071C	4	330666	331041	140.606	40.632	64.264
YDL070W	4	331024	332941	140.246	41.303	64.093
YDL069C	4	333120	333810	139.524	42.169	63.821
YDL068W	4	333499	333829	139.408	42.283	63.781
YDL067C	4	334216	334396	138.994	42.652	63.645
YDL066W	4	334834	336121	138.210	43.323	63.403
YDL065C	4	336248	337277	137.344	44.057	63.156
