Gene	Chromosome	Start	End
YKR012C	11	463381	463759
YKR013W	11	463601	464591
YKR014C	11	465009	465714
YKR015C	11	466603	468310
YKR016W	11	469359	470982
YKR017C	11	471336	472992
YKR018C	11	473365	475543
YKR019C	11	475858	477706
YKR020W	11	477980	478475
YKR021W	11	478876	481624
YKR022C	11	481813	482782
YKR023W	11	483061	484654
YKR024C	11	484786	487015
YKR025W	11	487412	488261
YKR026C	11	488380	489298
YKR027W	11	491006	493304
YKR028W	11	493899	497196
YKR029C	11	497219	499475
YKR030W	11	499923	500745
YKR031C	11	500985	506037
YKR032W	11	506158	506473
YKR033C	11	506520	506946
YKR034W	11	506539	507349
YKR035C	11	507561	508203
YKR035W	11	507580	508195
YKR036C	11	508343	510275
YKR037C	11	510551	511439
YKR038C	11	511640	512801
YKR039W	11	514704	516513
YKR040C	11	517704	518208
YKR041W	11	517839	518592
YKR042W	11	519168	520266
YKR043C	11	520538	521354
YKR044W	11	521656	522988
YKR045C	11	523059	523611
YKR046C	11	523864	524716
YKR047W	11	524898	525204
YKR048C	11	525028	526282
YKR049C	11	526471	526873
YKR050W	11	527456	530126
YKR051W	11	530587	531844
YKR052C	11	532191	533106
YKR053C	11	533708	534923
YKR054C	11	535288	547567
YKR055W	11	547857	548733
YKR056W	11	549089	551009
YKR057W	11	551298	551884
YKR058W	11	552411	554262
YKR059W	11	554628	555816
YKR060W	11	556159	556984
YKR061W	11	557318	558596
snR42	11	558657	559008
YKR062W	11	559307	560294
YKR063C	11	560430	561939
YKR064W	11	562188	564780
YKR065C	11	564940	565534
YKR066C	11	565754	566840
YKR067W	11	567559	569791
YKR068C	11	569969	570551
YKR069W	11	571253	573035
YKR070W	11	573215	574274
YKR071C	11	574575	575622
YKR072C	11	576076	577765
YKR073C	11	577828	578149
YKR074W	11	578850	579318
YKR075C	11	579468	580392
YKR075W	11	579853	580123
YKR076W	11	581924	583037
YKR077W	11	583294	584386
YKR078W	11	584593	586351
YKR079C	11	586430	588947
YKR080W	11	590036	590999
YKR081C	11	591147	592182
YKR082W	11	592466	595940
YKR083C	11	596062	596464
YKR084C	11	596696	598532
YKR085C	11	598735	599323
YKR086W	11	599498	602714
YKR087C	11	602836	603874
YKR088C	11	604046	605060
YKR089C	11	605274	608007
YKR090W	11	608587	610708
YKR091W	11	611166	611907
YKR092C	11	612306	613527
YKR093W	11	615371	617177
YKR094C	11	617637	618392
YKR095W	11	619446	625074
YKR095W	11	625505	625847
YKR096W	11	626434	630022
YKR097W	11	630789	632439
YKR098C	11	632663	634817
YKR099W	11	635488	637924
YKR100C	11	638538	639606
YKR101W	11	640177	642142
YKR102W	11	645993	649503
YKR103W	11	652717	656374
YKR104W	11	656473	657394
YKR105C	11	658353	660102
YKR106W	11	661079	662927
YLL067C	12	84	3062
YLL067W	12	842	1164
YLL066W	12	5604	5775
YLL066C	12	6119	9836
YLL066W	12	6485	6968
YLL065W	12	11725	12076
YLL064C	12	13082	13445
YLL063C	12	14647	16072
YLL062C	12	16638	17613
YLL061W	12	17955	19707
YLL060C	12	21137	21839
YLL059C	12	22473	22980
YLL058W	12	23568	25296
YLL057C	12	25755	26994
YLL056C	12	27408	28305
YLL055W	12	30108	31704
YLL054C	12	32893	35203
YLL053C	12	35501	35960
YLL052C	12	35910	36360
YLL051C	12	37331	39470
YLL050C	12	39802	40413
YLL049W	12	40664	41204
YLL048C	12	41278	46264
YLL047W	12	46670	47054
YLL046C	12	46712	47462
YLL045C	12	47857	48628
YLL044W	12	48214	48661
YLL043W	12	49936	51946
YLL042C	12	52085	52589
YLL041C	12	53129	53930
YLL040C	12	54209	63644
YLL039C	12	64060	65206
YLL038C	12	65773	66517
YLL037W	12	66560	66941
YLL036C	12	66743	68255
YLL035W	12	68578	70477
YLL034C	12	70631	73145
YLL033W	12	73407	74100
YLL032C	12	74268	76746
YLL031C	12	77150	80204
YLL030C	12	80354	80696
YLL029W	12	81459	83709
YLL028W	12	84802	86563
YLL027W	12	87401	88154
YLL026W	12	88621	91348
YLL025W	12	94745	95120
YLL024C	12	95564	97484
YLL023C	12	97995	98835
YLL022C	12	99815	100700
YLL021W	12	100945	105346
YLL020C	12	105554	105860
YLL019C	12	105684	107898
YLL019W	12	106906	106999
YLL018C	12	108674	108971
YLL018C	12	109900	111574
YLL017W	12	112232	112544
YLL016W	12	112845	115992
YLL015W	12	116430	121110
YLL014W	12	121320	121647
YLL013C	12	122073	124713
YLL012W	12	125532	127254
YLL011W	12	127521	128991
YLL010C	12	129328	130612
YLL009C	12	131203	131413
YLL008W	12	131727	133986
YLL007C	12	134300	136298
YLL006W	12	136343	136520
YLL006W	12	136584	137865
YLL005C	12	137938	140545
YLL004W	12	141071	142922
YLL003W	12	143199	146040
YLL002W	12	146289	147600
YLL001W	12	147888	150162
YLR001C	12	151387	153976
YLR002C	12	154341	156333
YLR003C	12	156853	157729
YLR004C	12	157932	159504
YLR005W	12	160047	161433
YLR006C	12	161753	163892
YLR007W	12	164390	165401
YLR008C	12	165575	166082
YLR009W	12	166535	167135
YLR010C	12	167318	167801
YLR011W	12	169101	169677
YLR012C	12	169980	170280
YLR013W	12	171337	171763
YLR014C	12	172266	174981
YLR015W	12	175225	176743
YLR016C	12	176800	177415
YLR017W	12	177606	178620
YLR018C	12	178705	179605
YLR019W	12	180286	181480
YLR020C	12	181787	183404
YLR021W	12	183621	184161
YLR022C	12	184172	184925
YLR023C	12	185496	187128
YLR024C	12	187663	193282
YLR025W	12	194452	195175
YLR026C	12	195450	196473
YLR027C	12	196829	198086
snR30	12	198784	199390
YLR028C	12	199540	201316
YLR029C	12	201976	202591
YLR030W	12	203290	204082
YLR031W	12	204225	204786
YLR032W	12	204991	208501
YLR033W	12	208761	210270
YLR034C	12	210512	211934
YLR035C	12	212369	214457
YLR035C	12	215440	218908
YLR036C	12	221521	222133
YLR037C	12	222685	223060
YLR038C	12	224921	225173
YLR039C	12	225426	228597
YLR040C	12	228908	229583
YLR041W	12	229377	229698
YLR042C	12	229966	230452
YLR043C	12	231702	232014
YLR044C	12	232390	234082
YLR045C	12	235037	237704
YLR046C	12	238001	238814
YLR047C	12	239347	241408
YLR048W	12	242232	243350
YLR049C	12	243886	245173
YLR050C	12	245587	246073
YLR051C	12	246324	246978
YLR052W	12	247201	247954
YLR053C	12	248100	248427
YLR054C	12	248717	250979
YLR055C	12	251272	253081
YLR056W	12	253861	254959
YLR057W	12	255306	257856
YLR058C	12	257992	259402
YLR059C	12	259738	260548
YLR060W	12	260979	262767
YLR061W	12	263194	263949
YLR062C	12	263577	263955
YLR063W	12	264157	265255
YLR064W	12	265456	266278
YLR065C	12	266373	266919
YLR066W	12	267169	267724
YLR067C	12	267813	270711
YLR068W	12	271008	271464
YLR069C	12	271630	273916
YLR070C	12	274141	275212
YLR071C	12	275378	278627
YLR072W	12	278862	280944
YLR073C	12	281019	281622
YLR074C	12	281956	282457
YLR075W	12	282927	283593
YLR076C	12	283185	283608
YLR077W	12	283872	285624
YLR078C	12	285736	286560
YLR079W	12	286820	287675
YLR080W	12	287916	289251
YLR081W	12	290212	291937
YLR082C	12	292394	293573
YLR083C	12	294091	296095
YLR084C	12	296589	300252
YLR085C	12	300673	301990
YLR086W	12	302243	306500
YLR087C	12	306855	315732
YLR088W	12	316107	317952
YLR089C	12	318237	320016
YLR090W	12	320701	322081
YLR091W	12	322297	323179
YLR092W	12	323544	326226
YLR093C	12	326513	327416
YLR094C	12	327730	329239
YLR095C	12	329677	332116
YLR096W	12	332590	336034
YLR097C	12	336231	337266
YLR098C	12	337527	339474
YLR099C	12	339744	340929
YLR099W	12	341325	341589
YLR100W	12	341810	342854
YLR101C	12	342566	342962
YLR102C	12	342970	343768
YLR103C	12	343989	345942
YLR104W	12	346585	346981
YLR105C	12	347047	348181
snR79	12	348427	348511
YLR106C	12	349006	363739
YLR107W	12	364116	365331
snR6	12	366235	366347
YLR108C	12	366667	368125
YLR109W	12	368781	369312
YLR110C	12	369697	370099
YLR111W	12	370391	370724
YLR112W	12	370791	371211
YLR113W	12	371620	372928
YLR114C	12	374944	377239
YLR115W	12	377985	380565
YLR116W	12	380822	382253
YLR117C	12	382471	384535
YLR118C	12	384725	385409
YLR119W	12	385534	386176
YLR120C	12	386511	388221
YLR120W	12	388672	388774
YLR121C	12	388744	390271
YLR122C	12	390954	391332
YLR123C	12	391078	391408
YLR124W	12	391600	391945
YLR125W	12	393484	393895
YLR126C	12	394765	395521
YLR127C	12	395758	398320
YLR128W	12	398530	399434
YLR129W	12	399657	402489
YLR130C	12	402794	404063
YLR131C	12	404510	406823
YLR132C	12	407283	408156
YLR133W	12	408445	410194
YLR134W	12	410723	412415
YLR135W	12	413281	415528
YLR136C	12	415801	416659
YLR137W	12	417006	418110
YLR138W	12	418437	421395
YLR139C	12	421542	423474
YLR140W	12	423474	423801
YLR141W	12	423683	424775
YLR142W	12	425186	426617
YLR143W	12	427329	429387
YLR144C	12	429677	432017
YLR145W	12	432168	432774
YLR146C	12	432823	433726
YLR146W	12	433870	434059
YLR147C	12	434158	434464
YLR148W	12	434641	437398
YLR149C	12	437631	439824
YLR149C	12	440370	440457
YLR150W	12	440467	441289
YLR151C	12	441715	442738
YLR152C	12	442958	444689
YLR153C	12	445524	447576
YLR154C	12	447982	448315
RDN25	12	451786	455182
RDN37	12	451786	457733
YLR154W	12	452438	452624
YLR154W	12	454392	454557
YLR154W	12	454696	455071
RDN58	12	455414	455572
YLR154W	12	455433	455637
YLR154W	12	455883	456024
RDN18	12	455933	457733
RDN5	12	459676	459797
RDN25	12	460923	464319
RDN37	12	460923	466870
YLR154C	12	462522	462672
RDN58	12	464551	464709
RDN18	12	465070	466870
RDN5	12	468813	468932
YLR154C	12	468827	468959
YLR155C	12	469317	470406
YLR156W	12	472113	472458
RDN5	12	472465	472584
YLR156C	12	472479	472611
YLR157C	12	472969	474058
YLR157W	12	475764	475977
YLR157C	12	476333	481602
YLR157C	12	480279	481602
YLR157W	12	481873	482038
RDN5	12	482045	482164
YLR157C	12	482059	482191
YLR158C	12	482549	483638
YLR159W	12	485345	485690
RDN5	12	485697	485816
YLR159C	12	485711	485843
YLR160C	12	486201	487290
YLR161W	12	488997	489342
RDN5	12	489349	489470
YLR162W	12	489573	489930
YLR162W	12	490406	490595
YLR163C	12	491867	493256
YLR163W	12	492813	492927
YLR164W	12	493884	494391
YLR165C	12	494495	495260
YLR166C	12	495430	498046
YLR167W	12	498948	499407
YLR168C	12	499579	500272
YLR169W	12	500336	500690
YLR170C	12	500580	501051
YLR171W	12	500734	501124
YLR172C	12	501261	502164
YLR173W	12	502422	504249
YLR174W	12	504592	505831
YLR175W	12	506135	507587
YLR176C	12	507798	510234
YLR177W	12	511055	512942
YLR178C	12	513163	513823
YLR179C	12	514109	514715
YLR180W	12	515263	516412
YLR181C	12	516679	517672
YLR182W	12	517941	520353
YLR183C	12	520544	522014
YLR184W	12	522107	522455
YLR185W	12	522664	523290
YLR186W	12	523633	524392
YLR187W	12	524866	527947
YLR188W	12	528301	530389
YLR189C	12	530798	534395
YLR190W	12	535215	536691
YLR191W	12	537273	538434
YLR192C	12	538793	539591
YLR193C	12	540010	540538
YLR194C	12	540810	541575
YLR195C	12	541938	543306
YLR196W	12	543969	545700
YLR197W	12	546098	547613
YLR198C	12	547287	547647
YLR199C	12	547854	548771
YLR200W	12	549013	549358
YLR201C	12	549512	550295
YLR202C	12	550195	550638
YLR203C	12	550651	551962
YLR204W	12	552271	552607
YLR205C	12	552725	553679
YLR206W	12	554579	556421
YLR207W	12	556789	559291
YLR208W	12	559552	560446
YLR209C	12	560798	561734
YLR210W	12	562009	563392
YLR211C	12	563793	564533
YLR212C	12	564861	566283
YLR213C	12	566655	567924
YLR214W	12	568568	570629
YLR215C	12	570777	571860
YLR216C	12	572097	573213
YLR217W	12	572910	573234
YLR218C	12	573467	573920
YLR219W	12	574152	576339
YLR220W	12	576826	577795
YLR221C	12	578363	579026
YLR222C	12	579319	581773
YLR222C	12	582007	582238
YLR223C	12	582234	585492
YLR224W	12	586465	587575
YLR225C	12	587696	588920
YLR226W	12	589355	590543
YLR227C	12	590563	592045
YLR227W	12	593439	594762
YLR227W	12	593439	598708
YLR228C	12	600020	602465
YLR229C	12	604213	604789
YLR230W	12	604575	604881
YLR231C	12	605759	607121
YLR232W	12	606831	607179
YLR233C	12	607426	609526
YLR234W	12	609784	611755
YLR235C	12	611533	611932
YLR236C	12	611795	612119
YLR237W	12	612368	614165
YLR238W	12	614756	616193
YLR239C	12	616333	617320
YLR240W	12	617534	620162
YLR241W	12	620474	622823
YLR242C	12	622919	623885
YLR243W	12	624204	625023
YLR244C	12	625169	626333
YLR245C	12	626503	626932
YLR246W	12	627119	628199
YLR247C	12	628685	633356
YLR248W	12	634253	636086
YLR249W	12	636781	639916
YLR250W	12	640318	641023
YLR251W	12	641465	642059
YLR252W	12	641958	642264
YLR253W	12	642628	644338
YLR254C	12	644405	644975
YLR255C	12	645601	645955
YLR256W	12	646416	650925
YLR256W	12	651118	652441
YLR257W	12	658827	659793
YLR258W	12	660717	662835
YLR259C	12	663285	665004
YLR260W	12	665845	667909
YLR261C	12	668238	668565
YLR262C	12	668245	668893
YLR262C	12	669469	669664
YLR263W	12	670341	672825
YLR264W	12	673132	673336
YLR264C	12	673829	673946
YLR265C	12	674428	675457
YLR266C	12	675620	677726
YLR267W	12	678213	679926
YLR268W	12	680201	680846
YLR269C	12	680867	681218
YLR270W	12	681187	682240
YLR271W	12	682738	683563
YLR272C	12	683673	687204
YLR273C	12	689084	691031
YLR274W	12	691556	693884
YLR275W	12	694379	694802
YLR276C	12	695047	696832
YLR277C	12	697157	699497
YLR278C	12	700000	704026
YLR279W	12	704310	704700
YLR280C	12	704484	704835
YLR281C	12	704494	704962
YLR282C	12	705072	705414
YLR283W	12	705187	706132
YLR284C	12	706199	707042
YLR285W	12	707361	708147
YLR285C	12	708169	708340
YLR286C	12	708449	710138
YLR286W	12	708563	708698
YLR287C	12	710992	712060
YLR287C	12	712538	713160
YLR288C	12	713481	714906
YLR289W	12	715090	717028
YLR290C	12	717146	717980
YLR291C	12	718318	719464
YLR292C	12	719790	720372
YLR293C	12	720772	721432
YLR294C	12	721702	722032
YLR295C	12	722000	722375
YLR296W	12	722979	723306
YLR297W	12	724045	724435
YLR298C	12	724722	725418
YLR299W	12	726070	728053
YLR299C	12	727912	728005
YLR300W	12	728956	730303
YLR301W	12	730826	731561
YLR302C	12	732192	732555
YLR303W	12	732543	733878
YLR304C	12	735213	737550
YLR305C	12	738162	743865
YLR306W	12	744152	744853
YLR307W	12	745621	746527
YLR307C	12	746849	747113
YLR308W	12	747938	748877
YLR309C	12	749035	751771
YLR310C	12	752225	756995
YLR311C	12	757266	757614
YLR312C	12	757638	758835
YLR312W	12	759481	760243
YLR313C	12	760356	762342
YLR314C	12	762574	764137
YLR315W	12	764807	765269
YLR316C	12	765265	766358
YLR317W	12	765654	766089
YLR318W	12	766541	769196
YLR319C	12	769317	771684
YLR320W	12	771939	776304
YLR321C	12	776583	777864
YLR322W	12	777627	777942
YLR323C	12	778172	778952
YLR324W	12	779214	780786
YLR325C	12	781142	781379
YLR326W	12	782173	782896
YLR327C	12	783126	783387
YLR328W	12	784912	786118
YLR329W	12	786441	787333
YLR330W	12	787663	789679
YLR331C	12	790668	791046
YLR332W	12	790675	791806
snR61	12	794485	794575
snR55	12	794696	794794
snR57	12	794936	795024
YLR333C	12	795572	795899
YLR334C	12	796697	797078
YLR335W	12	797429	799592
YLR336C	12	799696	802396
YLR337C	12	802652	805106
YLR338W	12	804345	805203
YLR339C	12	805783	806335
YLR340W	12	805886	806825
YLR341W	12	807384	808818
YLR342W	12	809996	815627
YLR342W	12	815809	815983
YLR343W	12	816093	817761
YLR344W	12	819311	820142
YLR345W	12	820510	822040
YLR346C	12	822286	822592
YLR347C	12	823826	826412
YLR347W	12	824787	824928
YLR348C	12	826975	827872
YLR349W	12	827519	828026
YLR350W	12	828728	829379
YLR351C	12	829487	830363
YLR352W	12	831114	833538
YLR353W	12	834350	836162
YLR354C	12	836348	837356
YLR355C	12	838064	839252
YLR356W	12	840319	840913
YLR357W	12	841329	843999
YLR358C	12	843485	844049
YLR359W	12	844280	845729
YLR360W	12	846101	847421
YLR361C	12	847386	849123
YLR361C	12	849381	849678
YLR362W	12	849864	852018
YLR363C	12	852493	853150
YLR363W	12	853459	853717
YLR364W	12	854060	854390
YLR365W	12	855197	855530
YLR364C	12	855521	855644
YLR366W	12	855536	855842
YLR367W	12	856440	857316
snR44	12	856708	856919
YLR368W	12	857538	859335
YLR369W	12	859550	861524
YLR370C	12	861716	862253
YLR371W	12	862712	866783
YLR372W	12	867352	868390
YLR373C	12	868660	871366
YLR374C	12	871451	871841
YLR375W	12	871695	872727
YLR376C	12	872824	873553
YLR377C	12	873744	874791
YLR378C	12	875734	877177
YLR379W	12	876920	877295
YLR380W	12	878281	879508
YLR381W	12	879722	881924
YLR382C	12	882066	884751
YLR383W	12	885287	888632
YLR384C	12	888850	892900
YLR385C	12	892991	893390
YLR386W	12	893627	896270
YLR387C	12	896373	897672
YLR388W	12	898650	898821
snR34	12	899179	899382
YLR389C	12	899576	902660
YLR390W	12	903065	903404
YLR390W	12	903723	904440
YLR392C	12	904748	906305
YLR393W	12	907078	907918
YLR394W	12	907949	909398
YLR395C	12	909728	909965
YLR396C	12	910234	912310
YLR397C	12	912549	914892
YLR398C	12	915155	919019
YLR399C	12	919535	921596
YLR399W	12	920868	920973
YLR400W	12	922062	922536
YLR401C	12	922441	924448
YLR402W	12	924563	925079
YLR403W	12	925566	927618
YLR404W	12	928741	929599
YLR405W	12	929787	930891
YLR406C	12	931063	931754
YLR406C	12	932204	932354
YLR407W	12	932965	933655
YLR408C	12	933882	934251
YLR409C	12	934411	937231
YLR410W	12	937538	940979
YLR410W	12	941480	946794
YLR410W	12	941480	942797
YLR411W	12	947250	947976
YLR412W	12	948365	949190
YLR412C	12	950263	950470
YLR413W	12	951152	953180
YLR414C	12	953349	954141
YLR415C	12	954255	954594
YLR416C	12	954487	954886
YLR417W	12	955006	956707
YLR418C	12	956910	958092
YLR419W	12	958424	962732
YLR420W	12	963781	964876
YLR421C	12	965086	965557
YLR422W	12	965893	971692
YLR423C	12	971913	973167
YLR424W	12	973391	975518
YLR425W	12	982890	986814
YLR426W	12	987058	988110
YLR427W	12	988424	990437
YLR428C	12	990613	990958
YLR429W	12	990773	992729
YLR430W	12	997895	1000626
YLR431C	12	999838	1000792
YLR432W	12	1002553	1004125
YLR433C	12	1004343	1006005
YLR434C	12	1006021	1006405
YLR435W	12	1006374	1006992
YLR436C	12	1007417	1011242
YLR437C	12	1011618	1012020
YLR437C	12	1012455	1012683
YLR438W	12	1012497	1013772
YLR438C	12	1013905	1014175
YLR439W	12	1014487	1015447
YLR440C	12	1015564	1017694
YLR441C	12	1018137	1018905
YLR442C	12	1019311	1022248
YLR443W	12	1022621	1023968
YLR444C	12	1023682	1023985
YLR445W	12	1024185	1024834
YLR446W	12	1025210	1026512
YLR447C	12	1026852	1027890
YLR448W	12	1028849	1029764
YLR449W	12	1030829	1032008
YLR450W	12	1032623	1035761
YLR451W	12	1036089	1038750
YLR452C	12	1039267	1041364
YLR453C	12	1041796	1042984
YLR454W	12	1043995	1051882
YLR455W	12	1053626	1054541
YLR456W	12	1055067	1055682
YLR457C	12	1055809	1056769
YLR458W	12	1056452	1056833
YLR459W	12	1057331	1058516
YLR460C	12	1059754	1060885
YLR461W	12	1062916	1063279
YLR462W	12	1065953	1066562
YLR463C	12	1066262	1066814
YLR464W	12	1066569	1067499
YLR465C	12	1067042	1067351
YLR466W	12	1067084	1071233
YLR466C	12	1070384	1070867
YLR466C	12	1071591	1071708
YLR467W	12	1072505	1077896
YLR467C	12	1077047	1077530
YML133C	13	460	4684
YML133W	13	988	1309
YML133W	13	1609	2185
YML132W	13	7243	8383
YML131W	13	9698	10564
YML130C	13	11483	13175
YML129C	13	14541	14754
YML128C	13	15135	16677
YML127W	13	17064	18810
YML126C	13	19060	20536
YML125C	13	20761	21700
YML124C	13	22048	23684
YML123C	13	24037	25801
YML122C	13	26038	26419
YML121W	13	26929	27862
YML120C	13	28265	29807
YML119W	13	30610	31684
YML118W	13	32333	33851
YML117W	13	34242	37647
YML116W	13	37471	37774
YML116W	13	38195	39824
YML115C	13	40186	41794
YML114C	13	42042	43575
YML113W	13	44044	44791
YML112W	13	45062	45953
YML111W	13	46941	49704
YML110C	13	50030	50954
YML109W	13	51639	54468
YML108W	13	54792	55110
YML107C	13	55264	56269
YML106W	13	56772	57453
YML105C	13	57865	58687
YML104C	13	58938	62322
YML103C	13	62581	67549
snR85	13	67767	67938
YML102W	13	68293	69700
YML101C	13	69408	69726
YML101C	13	69734	70088
YML100W	13	70137	70311
YML100W	13	70623	73920
YML099W	13	74228	74558
YML099C	13	74397	77040
YML098W	13	77266	77770
YML097C	13	78334	79690
YML096W	13	79908	81486
YML095C	13	81480	82113
YML094C	13	82218	82620
YML094W	13	82274	82849
YML093W	13	83089	85789
YML092C	13	85986	86739
YML091C	13	87122	90731
YML090W	13	90743	91130
YML089C	13	91040	91409
YML088W	13	92234	94241
YML087C	13	94430	95369
YML086C	13	95790	97371
YML085C	13	97940	99400
YML084W	13	99488	99797
YML083C	13	99793	100631
YML082W	13	101861	103811
YML081C	13	103982	104162
YML081W	13	104776	108532
YML080W	13	108805	110077
YML079W	13	110246	110852
YML078W	13	111001	111550
YML077W	13	111864	112344
YML076C	13	112512	115347
YML075C	13	115733	118898
YML074C	13	120088	121324
YML073C	13	123226	124172
YML072C	13	124729	129367
YML071C	13	129748	131572
YML070W	13	133474	135229
YML069W	13	135499	137158
YML068W	13	137549	138944
YML067C	13	139062	140214
YML066C	13	140423	141533
YML065W	13	142209	144954
YML064C	13	145138	145876
YML063W	13	146481	147249
YML062C	13	147504	148683
YML061C	13	148952	151532
YML060W	13	151870	153001
YML059C	13	153218	158258
YML058W	13	158759	158966
YML058W	13	159382	159697
YML057C	13	160022	160412
YML057W	13	160179	161994
YML056C	13	162193	164176
snR54	13	163534	163620
YML055W	13	164789	165326
YML054C	13	165532	167308
YML054C	13	167622	167781
YML053C	13	169115	169754
YML052W	13	170401	171310
YML051W	13	171593	172901
YML050W	13	173138	174074
YML049C	13	174219	178305
YML048W	13	178425	179637
YML047W	13	179892	180258
YML047C	13	180016	181075
YML046W	13	181473	183363
YML045W	13	184460	185783
YML045W	13	184460	189729
YML043C	13	190243	191767
YML042W	13	192787	194800
YML041C	13	194912	195755
YML040W	13	196627	197950
YML039W	13	196627	201896
YML038C	13	202774	204103
YML037C	13	204385	205408
YML036W	13	205641	206293
YML035C	13	206427	208860
YML034C	13	209427	209826
YML034W	13	209524	212155
YML032C	13	212514	213930
YML031C	13	214085	214421
YML031W	13	214188	216156
YML030W	13	216434	216914
YML029W	13	217361	219878
YML028W	13	220137	220728
YML027W	13	221405	222563
YML026C	13	222986	223828
YML025C	13	224405	225365
YML024W	13	225888	226697
YML023C	13	226993	228664
YML022W	13	228936	229500
YML021C	13	229733	230813
YML020W	13	231148	233143
YML019W	13	233456	234455
YML018C	13	234770	235952
YML017W	13	236587	238731
YML016C	13	239457	241536
YML015C	13	241988	243029
YML014W	13	243224	244064
YML013W	13	244148	245903
YML012C	13	245536	245914
YML012W	13	246115	246751
YML011C	13	246894	247428
YML010W	13	247676	250868
YML009W	13	250434	250911
YML009C	13	250674	251001
YML009C	13	251303	251516
YML008C	13	251838	252990
YML007C	13	253161	253272
YML007W	13	253847	255800
YML006C	13	256091	258416
YML005W	13	260220	261609
YML004C	13	261704	262685
YML003W	13	263482	264355
YML002W	13	264540	266754
YML001W	13	267173	267800
YMR001C	13	269018	271136
YMR001C	13	271346	271577
YMR002W	13	272192	272663
YMR003W	13	273117	273714
YMR004W	13	274016	275552
YMR005W	13	276044	277211
YMR006C	13	277560	279681
YMR007W	13	279959	280340
YMR008C	13	280589	282584
YMR009W	13	284100	284640
YMR010W	13	285098	286316
YMR011W	13	288077	289703
YMR012W	13	291132	294966
YMR013C	13	295177	296737
YMR013C	13	296469	296619
snR78	13	297276	297363
snR77	13	297504	297592
snR76	13	297723	297832
snR75	13	297916	298005
snR74	13	298136	298224
snR73	13	298305	298411
YMR013W	13	298309	298390
snR72	13	298552	298650
YMR014W	13	298866	300426
YMR015C	13	300867	302484
YMR016C	13	303234	305592
YMR017W	13	307487	308681
YMR018W	13	310206	311751
YMR019W	13	312154	315004
YMR020W	13	315375	316902
YMR021C	13	317163	318417
YMR022W	13	318678	319176
YMR023C	13	319435	321016
YMR024W	13	321873	323046
YMR025W	13	323298	324186
YMR026C	13	324234	325434
YMR027W	13	325875	327288
YMR028W	13	327480	328581
YMR029C	13	328658	330230
YMR030W	13	330791	331922
YMR031C	13	332210	334742
YMR031W	13	334707	335034
YMR032W	13	335296	337306
YMR030W	13	337311	337602
YMR033W	13	337786	339276
YMR034C	13	339416	340721
YMR035W	13	341140	341674
YMR036C	13	341854	343519
YMR037C	13	344401	346516
YMR038C	13	347509	348259
YMR039C	13	348642	349521
YMR040W	13	350379	350862
YMR041C	13	350964	351972
YMR042W	13	352601	353135
YMR043W	13	353869	354730
YMR044W	13	355382	356810
YMR045C	13	357357	362626
YMR046C	13	361303	362626
YMR046W	13	362700	362829
YMR047C	13	363362	366704
YMR048W	13	366979	367933
YMR049C	13	368092	370516
YMR050C	13	373055	378324
YMR051C	13	377001	378324
YMR052W	13	379584	380199
YMR052C	13	380067	380433
YMR053C	13	380344	382897
YMR054W	13	383301	385974
YMR055C	13	386099	387020
YMR056C	13	387313	388243
YMR057C	13	388357	388729
YMR058W	13	388820	390731
YMR059W	13	391097	391484
YMR060C	13	391530	392514
YMR061W	13	392753	394787
YMR062C	13	395052	396378
YMR063W	13	397075	397795
YMR064W	13	397901	399458
YMR065W	13	399700	401215
YMR066W	13	401539	404236
YMR067C	13	404321	405572
YMR068W	13	406302	407583
YMR069W	13	407707	408565
YMR070W	13	409152	410625
YMR071C	13	410760	411264
YMR072W	13	411567	412119
YMR073C	13	412266	412872
YMR074C	13	413034	413472
YMR075W	13	413980	416035
YMR075C	13	415686	416052
YMR076C	13	416194	420028
YMR077C	13	421482	422148
YMR078C	13	422501	424727
YMR079W	13	424987	426058
YMR080C	13	426710	429626
YMR081C	13	430077	431094
YMR082C	13	431767	432124
YMR083W	13	434786	435914
YMR084W	13	436626	437415
YMR085W	13	437489	438788
YMR086W	13	439206	442089
YMR086C	13	442024	442363
YMR087W	13	442525	443380
YMR088C	13	443412	445101
YMR089C	13	445607	448085
YMR090W	13	449243	449927
YMR091C	13	450056	451364
YMR092C	13	451630	453478
YMR093W	13	454013	455555
YMR094W	13	455823	457260
YMR095C	13	457283	457958
YMR096W	13	458406	459300
YMR097C	13	459422	460526
YMR098C	13	460769	462608
YMR099C	13	463932	464826
YMR100W	13	466298	468161
YMR101C	13	468443	469475
YMR102C	13	469846	472351
YMR103C	13	472900	473263
YMR104C	13	473418	475452
YMR105C	13	475895	477605
YMR105W	13	478062	478257
YMR106C	13	478299	480189
YMR107W	13	483012	483360
YMR108W	13	484082	486146
YMR109W	13	486585	490245
YMR110C	13	490392	491991
YMR111C	13	492402	493791
YMR112C	13	494098	494494
YMR113W	13	494997	496281
YMR114C	13	496341	497448
YMR115W	13	497702	499208
YMR116C	13	499454	500687
snR24	13	499982	500071
YMR117C	13	501248	501890
YMR118C	13	502142	502733
YMR119W	13	505331	507206
YMR119W	13	506994	507369
YMR120C	13	507500	509279
YMR121C	13	509732	510347
YMR122C	13	510699	511074
YMR122W	13	511313	511568
YMR123W	13	513591	513960
YMR124W	13	514454	517286
YMR125W	13	517537	520445
YMR126C	13	520759	521788
